31/12/2019,31,12,2019
01/01/2020,1,1,2020
02/01/2020,2,1,2020
03/01/2020,3,1,2020
04/01/2020,4,1,2020
05/01/2020,5,1,2020
06/01/2020,6,1,2020
07/01/2020,7,1,2020
08/01/2020,8,1,2020
09/01/2020,9,1,2020
10/01/2020,10,1,2020
11/01/2020,11,1,2020
12/01/2020,12,1,2020
13/01/2020,13,1,2020
14/01/2020,14,1,2020
15/01/2020,15,1,2020
16/01/2020,16,1,2020
17/01/2020,17,1,2020
18/01/2020,18,1,2020
19/01/2020,19,1,2020
20/01/2020,20,1,2020
21/01/2020,21,1,2020
22/01/2020,22,1,2020
23/01/2020,23,1,2020
24/01/2020,24,1,2020
25/01/2020,25,1,2020
26/01/2020,26,1,2020
27/01/2020,27,1,2020
28/01/2020,28,1,2020
29/01/2020,29,1,2020
30/01/2020,30,1,2020
31/01/2020,31,1,2020
01/02/2020,1,2,2020
02/02/2020,2,2,2020
03/02/2020,3,2,2020
04/02/2020,4,2,2020
05/02/2020,5,2,2020
06/02/2020,6,2,2020
07/02/2020,7,2,2020
08/02/2020,8,2,2020
09/02/2020,9,2,2020
10/02/2020,10,2,2020
11/02/2020,11,2,2020
12/02/2020,12,2,2020
13/02/2020,13,2,2020
14/02/2020,14,2,2020
15/02/2020,15,2,2020
16/02/2020,16,2,2020
17/02/2020,17,2,2020
18/02/2020,18,2,2020
19/02/2020,19,2,2020
20/02/2020,20,2,2020
21/02/2020,21,2,2020
22/02/2020,22,2,2020
23/02/2020,23,2,2020
24/02/2020,24,2,2020
25/02/2020,25,2,2020
26/02/2020,26,2,2020
27/02/2020,27,2,2020
28/02/2020,28,2,2020
29/02/2020,29,2,2020
01/03/2020,1,3,2020
02/03/2020,2,3,2020
03/03/2020,3,3,2020
04/03/2020,4,3,2020
05/03/2020,5,3,2020
06/03/2020,6,3,2020
07/03/2020,7,3,2020
08/03/2020,8,3,2020
09/03/2020,9,3,2020
10/03/2020,10,3,2020
11/03/2020,11,3,2020
12/03/2020,12,3,2020
13/03/2020,13,3,2020
14/03/2020,14,3,2020
15/03/2020,15,3,2020
16/03/2020,16,3,2020
17/03/2020,17,3,2020
18/03/2020,18,3,2020
19/03/2020,19,3,2020
20/03/2020,20,3,2020
21/03/2020,21,3,2020
22/03/2020,22,3,2020
23/03/2020,23,3,2020
24/03/2020,24,3,2020
25/03/2020,25,3,2020
26/03/2020,26,3,2020
27/03/2020,27,3,2020
28/03/2020,28,3,2020
29/03/2020,29,3,2020
30/03/2020,30,3,2020
31/03/2020,31,3,2020
01/04/2020,1,4,2020
02/04/2020,2,4,2020
03/04/2020,3,4,2020
04/04/2020,4,4,2020
05/04/2020,5,4,2020
06/04/2020,6,4,2020
07/04/2020,7,4,2020
08/04/2020,8,4,2020
09/04/2020,9,4,2020
10/04/2020,10,4,2020
11/04/2020,11,4,2020
12/04/2020,12,4,2020
13/04/2020,13,4,2020
14/04/2020,14,4,2020
15/04/2020,15,4,2020
16/04/2020,16,4,2020
17/04/2020,17,4,2020
18/04/2020,18,4,2020
19/04/2020,19,4,2020
20/04/2020,20,4,2020
21/04/2020,21,4,2020
22/04/2020,22,4,2020
23/04/2020,23,4,2020
24/04/2020,24,4,2020
25/04/2020,25,4,2020
26/04/2020,26,4,2020
27/04/2020,27,4,2020
28/04/2020,28,4,2020
29/04/2020,29,4,2020
30/04/2020,30,4,2020
01/05/2020,1,5,2020
02/05/2020,2,5,2020
03/05/2020,3,5,2020
04/05/2020,4,5,2020
05/05/2020,5,5,2020
06/05/2020,6,5,2020
07/05/2020,7,5,2020
08/05/2020,8,5,2020
09/05/2020,9,5,2020
10/05/2020,10,5,2020
11/05/2020,11,5,2020
12/05/2020,12,5,2020
13/05/2020,13,5,2020
14/05/2020,14,5,2020
15/05/2020,15,5,2020
16/05/2020,16,5,2020
17/05/2020,17,5,2020
18/05/2020,18,5,2020
19/05/2020,19,5,2020
20/05/2020,20,5,2020
21/05/2020,21,5,2020
22/05/2020,22,5,2020
23/05/2020,23,5,2020
24/05/2020,24,5,2020
25/05/2020,25,5,2020
26/05/2020,26,5,2020
27/05/2020,27,5,2020
28/05/2020,28,5,2020
29/05/2020,29,5,2020
30/05/2020,30,5,2020
31/05/2020,31,5,2020
01/06/2020,1,6,2020
02/06/2020,2,6,2020
03/06/2020,3,6,2020
04/06/2020,4,6,2020
05/06/2020,5,6,2020
06/06/2020,6,6,2020
07/06/2020,7,6,2020
08/06/2020,8,6,2020
09/06/2020,9,6,2020
10/06/2020,10,6,2020
11/06/2020,11,6,2020
12/06/2020,12,6,2020
13/06/2020,13,6,2020
14/06/2020,14,6,2020
15/06/2020,15,6,2020
16/06/2020,16,6,2020
17/06/2020,17,6,2020
18/06/2020,18,6,2020
19/06/2020,19,6,2020
20/06/2020,20,6,2020
21/06/2020,21,6,2020
22/06/2020,22,6,2020
23/06/2020,23,6,2020
24/06/2020,24,6,2020
25/06/2020,25,6,2020
26/06/2020,26,6,2020
27/06/2020,27,6,2020
28/06/2020,28,6,2020
29/06/2020,29,6,2020
30/06/2020,30,6,2020
01/07/2020,1,7,2020
02/07/2020,2,7,2020
03/07/2020,3,7,2020
04/07/2020,4,7,2020
05/07/2020,5,7,2020
06/07/2020,6,7,2020
07/07/2020,7,7,2020
08/07/2020,8,7,2020
09/07/2020,9,7,2020
10/07/2020,10,7,2020
11/07/2020,11,7,2020
12/07/2020,12,7,2020
13/07/2020,13,7,2020
14/07/2020,14,7,2020
15/07/2020,15,7,2020
16/07/2020,16,7,2020
17/07/2020,17,7,2020
18/07/2020,18,7,2020
19/07/2020,19,7,2020
20/07/2020,20,7,2020
21/07/2020,21,7,2020
22/07/2020,22,7,2020
23/07/2020,23,7,2020
24/07/2020,24,7,2020
25/07/2020,25,7,2020
26/07/2020,26,7,2020
27/07/2020,27,7,2020
28/07/2020,28,7,2020
29/07/2020,29,7,2020
30/07/2020,30,7,2020
31/07/2020,31,7,2020
01/08/2020,1,8,2020
02/08/2020,2,8,2020
03/08/2020,3,8,2020
04/08/2020,4,8,2020
05/08/2020,5,8,2020
06/08/2020,6,8,2020
07/08/2020,7,8,2020
08/08/2020,8,8,2020
09/08/2020,9,8,2020
10/08/2020,10,8,2020
11/08/2020,11,8,2020
12/08/2020,12,8,2020
13/08/2020,13,8,2020
14/08/2020,14,8,2020
15/08/2020,15,8,2020
16/08/2020,16,8,2020
17/08/2020,17,8,2020
18/08/2020,18,8,2020
19/08/2020,19,8,2020
20/08/2020,20,8,2020
21/08/2020,21,8,2020
22/08/2020,22,8,2020
23/08/2020,23,8,2020
24/08/2020,24,8,2020
25/08/2020,25,8,2020
26/08/2020,26,8,2020
27/08/2020,27,8,2020
28/08/2020,28,8,2020
29/08/2020,29,8,2020
30/08/2020,30,8,2020
31/08/2020,31,8,2020
01/09/2020,1,9,2020
02/09/2020,2,9,2020
03/09/2020,3,9,2020
04/09/2020,4,9,2020
05/09/2020,5,9,2020
06/09/2020,6,9,2020
07/09/2020,7,9,2020
08/09/2020,8,9,2020
09/09/2020,9,9,2020
10/09/2020,10,9,2020
11/09/2020,11,9,2020
12/09/2020,12,9,2020
13/09/2020,13,9,2020
14/09/2020,14,9,2020
15/09/2020,15,9,2020
16/09/2020,16,9,2020
17/09/2020,17,9,2020
18/09/2020,18,9,2020
19/09/2020,19,9,2020
20/09/2020,20,9,2020
21/09/2020,21,9,2020
22/09/2020,22,9,2020
23/09/2020,23,9,2020
24/09/2020,24,9,2020
25/09/2020,25,9,2020
26/09/2020,26,9,2020
27/09/2020,27,9,2020
28/09/2020,28,9,2020
29/09/2020,29,9,2020
30/09/2020,30,9,2020
01/10/2020,1,10,2020
02/10/2020,2,10,2020
03/10/2020,3,10,2020
04/10/2020,4,10,2020
05/10/2020,5,10,2020
06/10/2020,6,10,2020
07/10/2020,7,10,2020
08/10/2020,8,10,2020
09/10/2020,9,10,2020
10/10/2020,10,10,2020
11/10/2020,11,10,2020
12/10/2020,12,10,2020
13/10/2020,13,10,2020
14/10/2020,14,10,2020
15/10/2020,15,10,2020
16/10/2020,16,10,2020
17/10/2020,17,10,2020
18/10/2020,18,10,2020
19/10/2020,19,10,2020
20/10/2020,20,10,2020
21/10/2020,21,10,2020
22/10/2020,22,10,2020
23/10/2020,23,10,2020
24/10/2020,24,10,2020
25/10/2020,25,10,2020
26/10/2020,26,10,2020
27/10/2020,27,10,2020
28/10/2020,28,10,2020
29/10/2020,29,10,2020
30/10/2020,30,10,2020
31/10/2020,31,10,2020
01/11/2020,1,11,2020
02/11/2020,2,11,2020
03/11/2020,3,11,2020
04/11/2020,4,11,2020
05/11/2020,5,11,2020
06/11/2020,6,11,2020
07/11/2020,7,11,2020
08/11/2020,8,11,2020
09/11/2020,9,11,2020
10/11/2020,10,11,2020
11/11/2020,11,11,2020
12/11/2020,12,11,2020
13/11/2020,13,11,2020
14/11/2020,14,11,2020
15/11/2020,15,11,2020
16/11/2020,16,11,2020
17/11/2020,17,11,2020
18/11/2020,18,11,2020
19/11/2020,19,11,2020
20/11/2020,20,11,2020
21/11/2020,21,11,2020
22/11/2020,22,11,2020
23/11/2020,23,11,2020
24/11/2020,24,11,2020
25/11/2020,25,11,2020
26/11/2020,26,11,2020
27/11/2020,27,11,2020
28/11/2020,28,11,2020
29/11/2020,29,11,2020
30/11/2020,30,11,2020
01/12/2020,1,12,2020
02/12/2020,2,12,2020
03/12/2020,3,12,2020
04/12/2020,4,12,2020
05/12/2020,5,12,2020
06/12/2020,6,12,2020
07/12/2020,7,12,2020
08/12/2020,8,12,2020
09/12/2020,9,12,2020
10/12/2020,10,12,2020
11/12/2020,11,12,2020
12/12/2020,12,12,2020
13/12/2020,13,12,2020
14/12/2020,14,12,2020
15/12/2020,15,12,2020
16/12/2020,16,12,2020
17/12/2020,17,12,2020
18/12/2020,18,12,2020
19/12/2020,19,12,2020
20/12/2020,20,12,2020
21/12/2020,21,12,2020
22/12/2020,22,12,2020
23/12/2020,23,12,2020
24/12/2020,24,12,2020
25/12/2020,25,12,2020
26/12/2020,26,12,2020
27/12/2020,27,12,2020
28/12/2020,28,12,2020
29/12/2020,29,12,2020
30/12/2020,30,12,2020
31/12/2020,31,12,2020
01/01/2021,1,1,2021
02/01/2021,2,1,2021
03/01/2021,3,1,2021
04/01/2021,4,1,2021
05/01/2021,5,1,2021
06/01/2021,6,1,2021
07/01/2021,7,1,2021
08/01/2021,8,1,2021
09/01/2021,9,1,2021
10/01/2021,10,1,2021
11/01/2021,11,1,2021
12/01/2021,12,1,2021
13/01/2021,13,1,2021
14/01/2021,14,1,2021
15/01/2021,15,1,2021
16/01/2021,16,1,2021
17/01/2021,17,1,2021
18/01/2021,18,1,2021
19/01/2021,19,1,2021
20/01/2021,20,1,2021
21/01/2021,21,1,2021
22/01/2021,22,1,2021
23/01/2021,23,1,2021
24/01/2021,24,1,2021
25/01/2021,25,1,2021
26/01/2021,26,1,2021
27/01/2021,27,1,2021
28/01/2021,28,1,2021
29/01/2021,29,1,2021
30/01/2021,30,1,2021
31/01/2021,31,1,2021
01/02/2021,1,2,2021
02/02/2021,2,2,2021
03/02/2021,3,2,2021
04/02/2021,4,2,2021
05/02/2021,5,2,2021
06/02/2021,6,2,2021
07/02/2021,7,2,2021
08/02/2021,8,2,2021
09/02/2021,9,2,2021
10/02/2021,10,2,2021
11/02/2021,11,2,2021
12/02/2021,12,2,2021
13/02/2021,13,2,2021
14/02/2021,14,2,2021
15/02/2021,15,2,2021
16/02/2021,16,2,2021
17/02/2021,17,2,2021
18/02/2021,18,2,2021
19/02/2021,19,2,2021
20/02/2021,20,2,2021
21/02/2021,21,2,2021
22/02/2021,22,2,2021
23/02/2021,23,2,2021
24/02/2021,24,2,2021
25/02/2021,25,2,2021
26/02/2021,26,2,2021
27/02/2021,27,2,2021
28/02/2021,28,2,2021
01/03/2021,1,3,2021
02/03/2021,2,3,2021
03/03/2021,3,3,2021
04/03/2021,4,3,2021
05/03/2021,5,3,2021
06/03/2021,6,3,2021
07/03/2021,7,3,2021
08/03/2021,8,3,2021
09/03/2021,9,3,2021
10/03/2021,10,3,2021
11/03/2021,11,3,2021
12/03/2021,12,3,2021
13/03/2021,13,3,2021
14/03/2021,14,3,2021
15/03/2021,15,3,2021
16/03/2021,16,3,2021
17/03/2021,17,3,2021
18/03/2021,18,3,2021
19/03/2021,19,3,2021
20/03/2021,20,3,2021
21/03/2021,21,3,2021
22/03/2021,22,3,2021
23/03/2021,23,3,2021
24/03/2021,24,3,2021
25/03/2021,25,3,2021
26/03/2021,26,3,2021
27/03/2021,27,3,2021
28/03/2021,28,3,2021
29/03/2021,29,3,2021
30/03/2021,30,3,2021
31/03/2021,31,3,2021
01/04/2021,1,4,2021
02/04/2021,2,4,2021
03/04/2021,3,4,2021
04/04/2021,4,4,2021
05/04/2021,5,4,2021
06/04/2021,6,4,2021
07/04/2021,7,4,2021
08/04/2021,8,4,2021
09/04/2021,9,4,2021
10/04/2021,10,4,2021
11/04/2021,11,4,2021
12/04/2021,12,4,2021
13/04/2021,13,4,2021
14/04/2021,14,4,2021
15/04/2021,15,4,2021
16/04/2021,16,4,2021
17/04/2021,17,4,2021
18/04/2021,18,4,2021
19/04/2021,19,4,2021
20/04/2021,20,4,2021
21/04/2021,21,4,2021
22/04/2021,22,4,2021
23/04/2021,23,4,2021
24/04/2021,24,4,2021
25/04/2021,25,4,2021
26/04/2021,26,4,2021
27/04/2021,27,4,2021
28/04/2021,28,4,2021
29/04/2021,29,4,2021
30/04/2021,30,4,2021
01/05/2021,1,5,2021
02/05/2021,2,5,2021
03/05/2021,3,5,2021
04/05/2021,4,5,2021
05/05/2021,5,5,2021
06/05/2021,6,5,2021
07/05/2021,7,5,2021
08/05/2021,8,5,2021
09/05/2021,9,5,2021
10/05/2021,10,5,2021
11/05/2021,11,5,2021
12/05/2021,12,5,2021
13/05/2021,13,5,2021
14/05/2021,14,5,2021
15/05/2021,15,5,2021
16/05/2021,16,5,2021
17/05/2021,17,5,2021
18/05/2021,18,5,2021
19/05/2021,19,5,2021
20/05/2021,20,5,2021
21/05/2021,21,5,2021
22/05/2021,22,5,2021
23/05/2021,23,5,2021
24/05/2021,24,5,2021
25/05/2021,25,5,2021
26/05/2021,26,5,2021
27/05/2021,27,5,2021
28/05/2021,28,5,2021
29/05/2021,29,5,2021
30/05/2021,30,5,2021
31/05/2021,31,5,2021
01/06/2021,1,6,2021
02/06/2021,2,6,2021
03/06/2021,3,6,2021
04/06/2021,4,6,2021
05/06/2021,5,6,2021
06/06/2021,6,6,2021
07/06/2021,7,6,2021
08/06/2021,8,6,2021
09/06/2021,9,6,2021
10/06/2021,10,6,2021
11/06/2021,11,6,2021
12/06/2021,12,6,2021
13/06/2021,13,6,2021
14/06/2021,14,6,2021
15/06/2021,15,6,2021
16/06/2021,16,6,2021
17/06/2021,17,6,2021
18/06/2021,18,6,2021
19/06/2021,19,6,2021
20/06/2021,20,6,2021
21/06/2021,21,6,2021
22/06/2021,22,6,2021
